,0
2524,107
2525,102
2526,106
2527,71
2528,88
2529,81
2530,56
2531,113
2532,70
2533,83
2534,54
2535,79
2536,78
2537,81
2538,81
2539,77
2540,52
2541,82
2542,100
2543,75
2544,88
2545,103
2546,112
2547,63
2548,74
2549,90
2550,57
2551,82
2552,61
2553,52
2554,68
2555,71
2556,65
2557,55
2558,76
2559,75
2560,58
2561,97
2562,92
2563,48
2564,88
2565,73
2566,84
2567,74
2568,63
2569,98
2570,75
2571,41
2572,72
2573,71
2574,68
2575,106
2576,60
2577,85
2578,74
2579,85
2580,53
2581,44
2582,58
2583,95
2584,87
2585,94
2586,93
2587,82
2588,52
2589,58
2590,121
2591,51
2592,79
2593,83
2594,61
2595,100
2596,95
2597,88
2598,69
2599,109
2600,47
2601,99
2602,78
2603,87
2604,117
2605,66
2606,81
2607,79
2608,73
2609,104
2610,133
2611,73
2612,63
2613,61
2614,58
2615,75
2616,74
2617,114
2618,56
2619,101
2620,74
2621,64
2622,70
2623,124
2624,67
2625,90
2626,115
2627,60
2628,67
2629,53
2630,113
2631,84
2632,61
2633,113
2634,85
2635,88
2636,59
2637,72
2638,86
2639,87
2640,65
2641,101
2642,95
2643,89
2644,122
2645,91
2646,55
2647,54
2648,56
2649,54
2650,86
2651,68
2652,80
2653,80
2654,51
2655,85
2656,99
2657,86
2658,82
2659,112
2660,73
2661,95
2662,86
2663,71
2664,76
2665,68
2666,90
2667,97
2668,80
2669,164
2670,108
2671,89
2672,111
2673,109
2674,73
2675,67
2676,96
2677,102
2678,90
2679,81
2680,69
2681,51
2682,83
2683,54
2684,115
2685,114
2686,76
2687,54
2688,75
2689,53
2690,79
2691,108
2692,82
2693,85
2694,134
2695,100
2696,104
2697,90
2698,89
2699,69
2700,61
2701,108
2702,65
2703,62
2704,105
2705,82
2706,74
2707,129
2708,110
2709,103
2710,70
2711,42
2712,47
2713,53
2714,79
2715,90
2716,108
2717,68
2718,62
2719,46
2720,111
2721,110
2722,68
2723,74
2724,109
2725,39
2726,78
2727,63
2728,82
2729,46
2730,71
2731,85
2732,79
2733,92
2734,74
2735,112
2736,73
2737,69
2738,35
2739,117
2740,56
2741,69
2742,75
2743,79
2744,39
2745,118
2746,103
2747,120
2748,89
2749,112
2750,52
2751,85
2752,80
2753,74
2754,62
2755,63
2756,105
2757,106
2758,53
2759,86
2760,76
2761,65
2762,97
2763,100
2764,100
2765,80
2766,73
2767,73
2768,71
2769,78
2770,72
2771,65
2772,58
2773,84
2774,60
2775,63
2776,77
2777,72
2778,75
2779,88
2780,54
2781,87
2782,90
2783,84
2784,108
2785,91
2786,72
2787,66
2788,63
2789,49
2790,84
2791,87
2792,47
2793,78
2794,54
2795,79
2796,70
2797,85
2798,94
2799,39
2800,58
2801,109
2802,84
2803,85
2804,58
2805,54
2806,98
2807,139
2808,102
2809,135
2810,56
2811,103
2812,91
2813,36
2814,59
2815,98
2816,67
2817,80
2818,80
2819,52
2820,78
2821,49
2822,116
2823,76
2824,109
2825,69
2826,64
2827,75
2828,135
2829,75
2830,87
2831,82
2832,76
2833,122
2834,69
2835,64
2836,42
2837,78
2838,74
2839,101
2840,88
2841,51
2842,74
2843,55
2844,30
2845,47
2846,76
2847,81
2848,53
2849,104
2850,61
2851,108
2852,73
2853,105
2854,74
2855,50
2856,90
2857,69
2858,95
2859,54
2860,76
2861,111
2862,65
2863,88
2864,138
2865,92
2866,56
2867,44
2868,102
2869,142
2870,82
2871,108
2872,98
2873,103
2874,54
2875,70
2876,84
2877,67
2878,45
2879,31
2880,101
2881,79
2882,82
2883,111
2884,50
2885,82
2886,79
2887,68
2888,63
2889,33
2890,99
2891,57
2892,143
2893,80
2894,123
2895,74
2896,77
2897,65
2898,66
2899,103
2900,50
2901,99
2902,77
2903,62
2904,72
2905,107
2906,119
2907,113
2908,100
2909,99
2910,62
2911,116
2912,105
2913,64
2914,94
2915,79
2916,112
2917,79
2918,87
2919,100
2920,124
2921,81
2922,57
2923,102
2924,76
2925,99
2926,57
2927,105
2928,96
2929,87
2930,82
2931,71
2932,68
2933,53
2934,63
2935,56
2936,90
2937,106
2938,124
2939,72
2940,46
2941,74
2942,84
2943,80
2944,67
2945,75
2946,88
2947,109
2948,57
2949,89
2950,78
2951,116
2952,46
2953,109
2954,105
2955,67
2956,58
2957,61
2958,78
2959,80
2960,69
2961,100
2962,65
2963,111
2964,64
2965,71
2966,75
2967,67
2968,75
2969,77
2970,87
2971,112
2972,65
2973,102
2974,111
2975,56
2976,110
2977,107
2978,78
2979,69
2980,69
2981,109
2982,108
2983,97
2984,98
2985,125
2986,111
2987,103
2988,73
2989,65
2990,109
2991,94
2992,86
2993,116
2994,59
2995,120
